Rooms,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Propertycount,Type,Method,CouncilArea,Regionname,Price
0.1111111111111111,0.05197505197505197,0.06857727737973374,0.1,0.125,0.1,0.0004503318599398634,0.003413852631423072,0.9416058394160582,0.4833854422366386,0.5166462623567725,0.17615999252371384,0.0,0.25,0.96875,0.2857142857142857,1172500.0
0.0,0.05197505197505197,0.06857727737973374,0.05,0.125,0.1,0.0,0.003413852631423072,0.9416058394160582,0.4921707449419941,0.5180167010798868,0.17615999252371384,1.0,0.75,0.96875,0.2857142857142857,441000.0
0.1111111111111111,0.05197505197505197,0.06857727737973374,0.1,0.125,0.2,0.0005496358085419871,0.0021790407727732227,0.8442822384428224,0.4826102684685196,0.5169203501014294,0.17615999252371384,0.0,0.25,0.96875,0.2857142857142857,1310000.0
0.2222222222222222,0.05197505197505197,0.06857727737973374,0.15000000000000002,0.25,0.1,0.000260961539349767,0.0024710771650005617,0.8321167883211678,0.4870029198211938,0.512717671350515,0.17615999252371384,0.0,0.25,0.96875,0.2857142857142857,1200000.0
0.2222222222222222,0.05197505197505197,0.06857727737973374,0.1,0.125,0.1,0.00031869639318821103,0.0023587554756823543,0.8442822384428224,0.49152476680188784,0.5159153617044581,0.17615999252371384,0.0,0.25,0.96875,0.2857142857142857,1176500.0
0.2222222222222222,0.05197505197505197,0.06857727737973374,0.15000000000000002,0.125,0.0,0.0004226191300974103,0.003413852631423072,0.9416058394160582,0.4913955711738751,0.5168289875198866,0.17615999252371384,0.0,0.25,0.96875,0.2857142857142857,955000.0
0.1111111111111111,0.05197505197505197,0.06857727737973374,0.1,0.125,0.1,0.00034640912303066416,0.0016398966640458273,0.9598540145985404,0.49281672308209323,0.5194785023845725,0.17615999252371384,0.0,0.25,0.96875,0.2857142857142857,890000.0
0.3333333333333333,0.05197505197505197,0.06857727737973374,0.2,0.25,0.2,0.0018013274397594536,0.0030326856115915984,0.856447688564477,0.4848065941448567,0.5147276481444294,0.17615999252371384,0.0,0.0,0.96875,0.2857142857142857,1330000.0
0.2222222222222222,0.05197505197505197,0.06857727737973374,0.15000000000000002,0.25,0.2,0.0,0.003413852631423072,0.9902676399026766,0.48222268158446013,0.5153671862152294,0.17615999252371384,0.5,0.25,0.96875,0.2857142857142857,900000.0
0.2222222222222222,0.05197505197505197,0.06857727737973374,0.15000000000000002,0.25,0.2,0.009907300918676995,0.0006065371223183197,0.9416058394160582,0.48416061600475757,0.5159153617044581,0.17615999252371384,1.0,0.25,0.96875,0.2857142857142857,1090000.0
0.1111111111111111,0.05197505197505197,0.06857727737973374,0.1,0.125,0.1,0.0,0.0013478602718184883,0.9416058394160582,0.4922999405700139,0.5165548997752296,0.17615999252371384,1.0,0.25,0.96875,0.2857142857142857,500000.0
0.1111111111111111,0.05197505197505197,0.06857727737973374,0.1,0.25,0.1,0.00028636487503868235,0.0030326856115915984,0.9939172749391727,0.48403142037673774,0.5170117126829723,0.17615999252371384,0.0,0.0,0.96875,0.2857142857142857,1100000.0
0.1111111111111111,0.05197505197505197,0.06857727737973374,0.1,0.125,0.0,0.00033948094057005085,0.001909468718409525,0.856447688564477,0.4839022247487179,0.5136312971659436,0.17615999252371384,0.0,0.25,0.96875,0.2857142857142857,1315000.0
0.0,0.05197505197505197,0.06857727737973374,0.05,0.125,0.1,0.0,0.003413852631423072,0.9416058394160582,0.4921707449419941,0.5180167010798868,0.17615999252371384,1.0,0.75,0.96875,0.2857142857142857,426000.0
0.2222222222222222,0.05197505197505197,0.06857727737973374,0.15000000000000002,0.375,0.1,0.00038335942948726834,0.003908794788273616,0.9927007299270072,0.49204154931397426,0.5192044146399439,0.17615999252371384,0.0,0.0,0.96875,0.2857142857142857,1447500.0
0.0,0.05197505197505197,0.06857727737973374,0.05,0.125,0.1,0.0,0.0011232168931820735,0.9416058394160582,0.48416061600475757,0.5159153617044581,0.17615999252371384,1.0,0.25,0.96875,0.2857142857142857,457000.0
0.1111111111111111,0.05197505197505197,0.06857727737973374,0.1,0.25,0.2,0.00022632062704670058,0.002875435246546108,0.8807785888077861,0.4935918968502122,0.5147276481444294,0.17615999252371384,0.0,0.25,0.96875,0.2857142857142857,1135000.0
0.3333333333333333,0.05197505197505197,0.06857727737973374,0.2,0.375,0.1,0.0,0.003413852631423072,0.9416058394160582,0.49501304875843033,0.5159153617044581,0.17615999252371384,0.0,0.25,0.96875,0.2857142857142857,1542000.0
0.2222222222222222,0.05197505197505197,0.06857727737973374,0.15000000000000002,0.25,0.2,0.00033948094057005085,0.00040435808154554647,0.9416058394160582,0.4877780935893128,0.5139053849105721,0.17615999252371384,0.0,0.25,0.96875,0.2857142857142857,1290000.0
0.2222222222222222,0.05197505197505197,0.06857727737973374,0.15000000000000002,0.125,0.1,0.00038797821779434384,0.002785577895091542,0.9172749391727495,0.49333350559417255,0.5152758236336865,0.17615999252371384,0.0,0.25,0.96875,0.2857142857142857,1290000.0
0.0,0.05197505197505197,0.06857727737973374,0.05,0.125,0.1,0.0,0.0011232168931820735,0.9939172749391727,0.48713211544921364,0.5155499113783151,0.17615999252371384,1.0,0.25,0.96875,0.2857142857142857,470000.0
0.1111111111111111,0.05197505197505197,0.06857727737973374,0.1,0.125,0.0,0.0003741218528731173,0.002044254745591374,0.856447688564477,0.4921707449419941,0.5150930984705724,0.17615999252371384,0.0,0.25,0.96875,0.2857142857142857,1180000.0
0.2222222222222222,0.05197505197505197,0.06857727737973374,0.15000000000000002,0.25,0.1,0.00027712729842453135,0.002875435246546108,0.975669099756691,0.4913955711738751,0.5149103733074867,0.17615999252371384,0.0,0.75,0.96875,0.2857142857142857,1195000.0
0.1111111111111111,0.05197505197505197,0.06857727737973374,0.1,0.125,0.0,0.0004203097359438725,0.0018420757048186005,0.856447688564477,0.49152476680188784,0.5169203501014294,0.17615999252371384,0.0,0.25,0.96875,0.2857142857142857,1012500.0
0.1111111111111111,0.05197505197505197,0.06857727737973374,0.1,0.125,0.1,0.0003972157944084949,0.001819611366954959,0.8929440389294403,0.48312705098059894,0.5141794726551723,0.17615999252371384,0.0,0.25,0.96875,0.2857142857142857,1030000.0
0.2222222222222222,0.2806652806652806,0.04298874104401218,0.15000000000000002,0.25,0.1,0.0006997464285219416,0.0050544760193193304,0.9975669099756692,0.6001782899666637,0.40765070257825187,0.15022662492406896,0.5,0.0,0.65625,0.8571428571428571,840000.0
0.2222222222222222,0.2806652806652806,0.04298874104401218,0.15000000000000002,0.25,0.1,0.0,0.003257328990228013,0.9355231143552312,0.5972067905222076,0.40536663803970896,0.15022662492406896,0.0,1.0,0.65625,0.8571428571428571,730000.0
0.2222222222222222,0.2806652806652806,0.04298874104401218,0.15000000000000002,0.25,0.1,0.0,0.003257328990228013,0.9355231143552312,0.5972067905222076,0.40536663803970896,0.15022662492406896,0.0,0.75,0.65625,0.8571428571428571,770000.0
0.1111111111111111,0.2806652806652806,0.04298874104401218,0.1,0.125,0.1,0.000628155209762271,0.0018870043805458835,0.9172749391727495,0.585449988372396,0.41678696073236665,0.15022662492406896,0.0,0.25,0.65625,0.8571428571428571,603000.0
0.2222222222222222,0.2806652806652806,0.04298874104401218,0.15000000000000002,0.25,0.2,0.0005519452026955248,0.003010221273727957,0.9890510948905111,0.5952688561019102,0.41285836972610923,0.15022662492406896,0.5,0.25,0.65625,0.8571428571428571,700000.0
0.2222222222222222,0.2806652806652806,0.04298874104401218,0.1,0.125,0.1,0.0006697243045259507,0.0026058631921824105,0.9537712895377128,0.5881630965608124,0.404361649642766,0.15022662492406896,0.0,0.25,0.65625,0.8571428571428571,600000.0
0.1111111111111111,0.2806652806652806,0.04298874104401218,0.1,0.125,0.1,0.00038797821779434384,0.0019319330562731665,0.9914841849148417,0.5956564429859696,0.4153251594277094,0.15022662492406896,1.0,1.0,0.65625,0.8571428571428571,500000.0
0.2222222222222222,0.2806652806652806,0.04298874104401218,0.1,0.125,0.1,0.0014318243751934119,0.003413852631423072,0.9416058394160582,0.6010826593628096,0.41605606008005225,0.15022662492406896,0.0,0.25,0.65625,0.8571428571428571,720000.0
0.3333333333333333,0.2806652806652806,0.04298874104401218,0.15000000000000002,0.125,0.2,0.0013787083096620434,0.0028529709086824668,0.9416058394160582,0.5899718353530901,0.4087470535567377,0.15022662492406896,0.0,0.25,0.65625,0.8571428571428571,785000.0
0.5555555555555556,0.2806652806652806,0.04298874104401218,0.30000000000000004,0.375,0.2,0.002253968693852855,0.004178366842637313,0.9537712895377128,0.5925557479134937,0.40353938640890874,0.15022662492406896,0.0,0.75,0.65625,0.8571428571428571,725000.0
0.1111111111111111,0.2806652806652806,0.04298874104401218,0.1,0.125,0.1,0.0002540333568891537,0.002021790407727732,0.9963503649635037,0.5955272473579498,0.40125532187039425,0.15022662492406896,0.5,0.25,0.65625,0.8571428571428571,450000.0
0.1111111111111111,0.2806652806652806,0.04298874104401218,0.1,0.125,0.1,0.0003256245756488243,0.0016398966640458273,0.9939172749391727,0.5849332058603167,0.4170610484769668,0.15022662492406896,1.0,0.25,0.65625,0.8571428571428571,515000.0
0.1111111111111111,0.2806652806652806,0.04298874104401218,0.1,0.125,0.1,0.00027712729842453135,0.002111647759182298,0.9927007299270072,0.5932017260535929,0.4087470535567377,0.15022662492406896,1.0,0.25,0.65625,0.8571428571428571,530000.0
0.2222222222222222,0.2806652806652806,0.04298874104401218,0.15000000000000002,0.125,0.6000000000000001,0.00245488598521064,0.0029877569358643156,0.9476885644768858,0.5912637916332955,0.4028998483381372,0.15022662492406896,0.0,0.0,0.65625,0.8571428571428571,895000.0
0.2222222222222222,0.2806652806652806,0.04298874104401218,0.15000000000000002,0.125,0.1,0.0,0.0023587554756823543,0.9172749391727495,0.59539805172993,0.4079247903228804,0.15022662492406896,0.0,0.25,0.65625,0.8571428571428571,805000.0
0.2222222222222222,0.2806652806652806,0.04298874104401218,0.15000000000000002,0.125,0.1,0.0006119894506875067,0.002920363922273391,0.969586374695864,0.5844164233482303,0.41450289619385217,0.15022662492406896,1.0,0.25,0.65625,0.8571428571428571,752000.0
0.1111111111111111,0.2806652806652806,0.04298874104401218,0.1,0.125,0.1,0.0004434036774792501,0.003413852631423072,0.9416058394160582,0.6005658768507303,0.40829024064905184,0.15022662492406896,1.0,0.25,0.65625,0.8571428571428571,440000.0
0.4444444444444445,0.2806652806652806,0.04298874104401218,0.15000000000000002,0.25,0.2,0.0013763989155085056,0.003413852631423072,0.9416058394160582,0.5913929872613082,0.40025033347342287,0.15022662492406896,0.0,0.0,0.65625,0.8571428571428571,755000.0
0.2222222222222222,0.2806652806652806,0.04298874104401218,0.15000000000000002,0.25,0.2,0.0003810500353337306,0.0029877569358643156,0.9890510948905111,0.588550683444879,0.4158733349169381,0.15022662492406896,0.5,0.0,0.65625,0.8571428571428571,700000.0
0.2222222222222222,0.2806652806652806,0.04298874104401218,0.15000000000000002,0.125,0.2,0.002242421723085166,0.002538470178591486,0.9294403892944041,0.5994031161985447,0.4058234509474232,0.15022662492406896,0.0,0.25,0.65625,0.8571428571428571,830000.0
0.1111111111111111,0.2806652806652806,0.04298874104401218,0.1,0.125,0.1,0.0003787406411801928,0.003413852631423072,0.9817518248175181,0.5952688561019102,0.41523379684616657,0.15022662492406896,1.0,0.25,0.65625,0.8571428571428571,462500.0
0.2222222222222222,0.2806652806652806,0.04298874104401218,0.15000000000000002,0.25,0.2,0.001517271958874309,0.003413852631423072,0.9416058394160582,0.5886798790728918,0.4041789244796803,0.15022662492406896,0.0,0.75,0.65625,0.8571428571428571,670000.0
0.1111111111111111,0.2806652806652806,0.04298874104401218,0.1,0.125,0.1,0.0014133492219651096,0.002246433786364147,0.9476885644768858,0.599273920570532,0.4062802638551375,0.15022662492406896,0.0,0.25,0.65625,0.8571428571428571,675000.0
0.2222222222222222,0.2806652806652806,0.04298874104401218,0.15000000000000002,0.25,0.5,0.0014133492219651096,0.003908794788273616,0.9172749391727495,0.6010826593628096,0.4091125038829091,0.15022662492406896,0.0,0.25,0.65625,0.8571428571428571,1042000.0
0.2222222222222222,0.2806652806652806,0.04298874104401218,0.15000000000000002,0.125,0.1,0.0017897804689917648,0.003413852631423072,0.9416058394160582,0.5935893129376524,0.4126756445630235,0.15022662492406896,0.0,0.25,0.65625,0.8571428571428571,910000.0
0.3333333333333333,0.2806652806652806,0.04298874104401218,0.25,0.375,0.4,0.0012262882955285511,0.006941480399865215,0.9537712895377128,0.5894550528410107,0.39842308184259423,0.15022662492406896,0.0,0.25,0.65625,0.8571428571428571,773000.0
0.2222222222222222,0.2806652806652806,0.04298874104401218,0.15000000000000002,0.375,0.2,0.0012817137552134574,0.004313152869819162,0.9537712895377128,0.5866127490245816,0.399793520565737,0.15022662492406896,0.0,0.0,0.65625,0.8571428571428571,810000.0
0.2222222222222222,0.2806652806652806,0.04298874104401218,0.15000000000000002,0.25,0.2,0.0009745643327929352,0.0028305065708188254,0.9720194647201945,0.602245420014988,0.4087470535567377,0.15022662492406896,0.0,0.25,0.65625,0.8571428571428571,715000.0
0.2222222222222222,0.2806652806652806,0.04298874104401218,0.15000000000000002,0.125,0.30000000000000004,0.0014179680102721854,0.003413852631423072,0.9416058394160582,0.5983695511743932,0.4119447439106807,0.15022662492406896,0.0,0.25,0.65625,0.8571428571428571,790000.0
0.2222222222222222,0.2806652806652806,0.04298874104401218,0.1,0.25,0.1,0.00037181245871957953,0.0022688981242277883,0.9902676399026766,0.5935893129376524,0.4096606793721662,0.15022662492406896,0.5,0.75,0.65625,0.8571428571428571,540000.0
0.2222222222222222,0.2806652806652806,0.04298874104401218,0.15000000000000002,0.25,0.1,0.000676652486986564,0.00229136246209143,0.9294403892944041,0.5975943774062742,0.40728525225208045,0.15022662492406896,0.5,0.75,0.65625,0.8571428571428571,825000.0
0.2222222222222222,0.2806652806652806,0.04298874104401218,0.15000000000000002,0.125,0.1,0.0013371392148983636,0.002538470178591486,0.9476885644768858,0.5942352910777515,0.40335666124582303,0.15022662492406896,0.0,0.25,0.65625,0.8571428571428571,685000.0
0.2222222222222222,0.2806652806652806,0.04298874104401218,0.15000000000000002,0.125,0.1,0.0014387525576540251,0.003413852631423072,0.9416058394160582,0.5996615074545844,0.41130520583990915,0.15022662492406896,0.0,0.25,0.65625,0.8571428571428571,805000.0
0.1111111111111111,0.2806652806652806,0.04298874104401218,0.1,0.125,0.1,0.0003256245756488243,0.0017072896776367517,0.9416058394160582,0.5973359861502345,0.40920386646445195,0.15022662492406896,1.0,0.25,0.65625,0.8571428571428571,510000.0
0.2222222222222222,0.2806652806652806,0.04298874104401218,0.15000000000000002,0.25,0.1,0.0004895915605500053,0.003413852631423072,0.9416058394160582,0.600049094338651,0.41167065616605214,0.15022662492406896,0.0,0.25,0.65625,0.8571428571428571,612000.0
0.2222222222222222,0.2806652806652806,0.04298874104401218,0.15000000000000002,0.125,0.2,0.0014133492219651096,0.003413852631423072,0.9416058394160582,0.6015994418748889,0.41084839293216646,0.15022662492406896,0.0,0.25,0.65625,0.8571428571428571,662000.0
0.3333333333333333,0.2806652806652806,0.04298874104401218,0.2,0.375,0.2,0.001228597689682089,0.003413852631423072,0.9416058394160582,0.5894550528410107,0.3994280702395656,0.15022662492406896,0.0,0.25,0.65625,0.8571428571428571,978000.0
0.2222222222222222,0.2806652806652806,0.04298874104401218,0.15000000000000002,0.125,0.1,0.0013509955798195901,0.003413852631423072,0.9416058394160582,0.5975943774062742,0.40765070257825187,0.15022662492406896,0.0,0.0,0.65625,0.8571428571428571,720000.0
0.3333333333333333,0.2806652806652806,0.04298874104401218,0.2,0.125,0.2,0.0011754816241507204,0.003413852631423072,0.9416058394160582,0.5897134440970504,0.40810751548596613,0.15022662492406896,0.0,0.25,0.65625,0.8571428571428571,765000.0
0.3333333333333333,0.2806652806652806,0.04298874104401218,0.2,0.25,0.30000000000000004,0.0014502995284217139,0.0032797933280916546,0.9476885644768858,0.5903594222371567,0.40390483673505173,0.15022662492406896,0.0,0.25,0.65625,0.8571428571428571,900000.0
0.1111111111111111,0.0686070686070686,0.21084953940634588,0.1,0.125,0.0,0.00027712729842453135,0.0018420757048186005,0.856447688564477,0.4349370817291529,0.4784567032725988,0.1416288958459885,0.0,0.25,0.78125,0.7142857142857142,1275000.0
0.1111111111111111,0.0686070686070686,0.21084953940634588,0.1,0.125,0.0,0.00036719367041250403,0.003413852631423072,0.9416058394160582,0.4360998423813385,0.47690353938639873,0.1416288958459885,0.0,0.25,0.78125,0.7142857142857142,1455000.0
0.2222222222222222,0.0686070686070686,0.21084953940634588,0.15000000000000002,0.25,0.0,0.0004872821663964676,0.004447938897001011,0.8442822384428224,0.43209477791271667,0.4733403987063127,0.1416288958459885,0.0,0.0,0.78125,0.7142857142857142,2850000.0
0.2222222222222222,0.0686070686070686,0.21084953940634588,0.15000000000000002,0.25,0.0,0.0002956024516528334,0.0029877569358643156,0.8442822384428224,0.4358414511252988,0.47233541030936976,0.1416288958459885,0.0,0.25,0.78125,0.7142857142857142,1850000.0
0.1111111111111111,0.0686070686070686,0.21084953940634588,0.1,0.125,0.0,0.0003002212399599089,0.001819611366954959,0.856447688564477,0.43855455931371523,0.47937032908802735,0.1416288958459885,0.0,0.25,0.78125,0.7142857142857142,1436000.0
0.1111111111111111,0.0686070686070686,0.21084953940634588,0.05,0.125,0.0,0.00033948094057005085,0.003413852631423072,0.856447688564477,0.43687501614945745,0.47196995998316993,0.1416288958459885,0.0,0.25,0.78125,0.7142857142857142,1110000.0
0.1111111111111111,0.0686070686070686,0.21084953940634588,0.1,0.125,0.1,0.0003856688236408061,0.003413852631423072,0.9416058394160582,0.4419136456422379,0.47535037550019865,0.1416288958459885,0.0,0.25,0.78125,0.7142857142857142,1550000.0
0.3333333333333333,0.0686070686070686,0.21084953940634588,0.2,0.25,0.1,0.0003533373054912774,0.004043580815455464,0.8321167883211678,0.43648742926539086,0.4755331006633128,0.1416288958459885,0.0,0.25,0.78125,0.7142857142857142,2300000.0
0.2222222222222222,0.0686070686070686,0.21084953940634588,0.15000000000000002,0.25,0.2,0.0016581450022401124,0.003413852631423072,0.9416058394160582,0.4370042117774773,0.48238529427888466,0.1416288958459885,0.5,1.0,0.78125,0.7142857142857142,1550000.0
0.2222222222222222,0.0686070686070686,0.21084953940634588,0.15000000000000002,0.25,0.1,0.00030484002826698447,0.0035718297203189936,0.97323600973236,0.4406216893620325,0.4752590129186558,0.1416288958459885,0.0,1.0,0.78125,0.7142857142857142,1800000.0
0.1111111111111111,0.0686070686070686,0.21084953940634588,0.1,0.125,0.1,0.00045956943655401446,0.002403684151409637,0.856447688564477,0.4397173199658937,0.47836534069105596,0.1416288958459885,0.0,0.25,0.78125,0.7142857142857142,2120000.0
0.2222222222222222,0.0686070686070686,0.21084953940634588,0.15000000000000002,0.125,0.1,0.0005842767208450536,0.003413852631423072,0.9416058394160582,0.4370042117774773,0.48064940522959887,0.1416288958459885,0.0,1.0,0.78125,0.7142857142857142,1800000.0
0.2222222222222222,0.0686070686070686,0.21084953940634588,0.15000000000000002,0.25,0.1,0.00020784547381839848,0.0027406492193642593,0.856447688564477,0.4398465155939135,0.47991850457725604,0.1416288958459885,0.0,0.25,0.78125,0.7142857142857142,1800000.0
0.1111111111111111,0.0686070686070686,0.21084953940634588,0.1,0.125,0.0,0.0005542545968490627,0.003413852631423072,0.9416058394160582,0.44527273197075345,0.4769949019679416,0.1416288958459885,0.0,0.0,0.78125,0.7142857142857142,1810000.0
0.2222222222222222,0.0686070686070686,0.21084953940634588,0.15000000000000002,0.25,0.1,0.0004087627651761837,0.0040660451533191064,0.8321167883211678,0.4406216893620325,0.48119758071882757,0.1416288958459885,0.0,0.25,0.78125,0.7142857142857142,2615000.0
0.4444444444444445,0.0686070686070686,0.21084953940634588,0.25,0.25,0.1,0.0005473264143884493,0.003413852631423072,0.9416058394160582,0.437908581173609,0.4786394284356845,0.1416288958459885,0.0,0.25,0.78125,0.7142857142857142,2100000.0
0.2222222222222222,0.0686070686070686,0.21084953940634588,0.15000000000000002,0.125,0.0,0.00029791184580637116,0.003413852631423072,0.9416058394160582,0.4397173199658937,0.4725181354723986,0.1416288958459885,0.0,0.25,0.78125,0.7142857142857142,1300000.0
0.2222222222222222,0.0686070686070686,0.21084953940634588,0.15000000000000002,0.25,0.2,0.0,0.001909468718409525,0.978102189781022,0.43597064675331154,0.47443674968479854,0.1416288958459885,0.0,0.25,0.78125,0.7142857142857142,1370000.0
0.1111111111111111,0.0686070686070686,0.21084953940634588,0.1,0.125,0.0,0.0006651055162188752,0.003413852631423072,0.9416058394160582,0.44165525438619824,0.4755331006633128,0.1416288958459885,0.0,0.25,0.78125,0.7142857142857142,1000000.0
0.2222222222222222,0.0686070686070686,0.21084953940634588,0.15000000000000002,0.25,0.1,0.0005265418670066095,0.003413852631423072,0.9416058394160582,0.4367458205214376,0.47352312386937,0.1416288958459885,0.0,0.25,0.78125,0.7142857142857142,2575000.0
0.1111111111111111,0.0686070686070686,0.21084953940634588,0.1,0.125,0.0,0.0003440997288771264,0.002201505110636864,0.8442822384428224,0.4370042117774773,0.4716958722385698,0.1416288958459885,0.0,0.25,0.78125,0.7142857142857142,1322500.0
0.1111111111111111,0.0686070686070686,0.21084953940634588,0.1,0.125,0.0,0.0003256245756488243,0.001864540042682242,0.8442822384428224,0.43945892870985404,0.4790962413433988,0.1416288958459885,0.0,0.25,0.78125,0.7142857142857142,1562500.0
0.2222222222222222,0.0686070686070686,0.21084953940634588,0.15000000000000002,0.25,0.1,0.0004872821663964676,0.003302257665955296,0.856447688564477,0.4335159298209348,0.48028395490342746,0.1416288958459885,0.0,1.0,0.78125,0.7142857142857142,2000000.0
0.2222222222222222,0.0686070686070686,0.21084953940634588,0.15000000000000002,0.125,0.0,0.0004826633780893921,0.003413852631423072,0.856447688564477,0.43377432107697445,0.47763444003874156,0.1416288958459885,0.0,0.25,0.78125,0.7142857142857142,1900000.0
0.2222222222222222,0.0686070686070686,0.21084953940634588,0.15000000000000002,0.25,0.0,0.00033948094057005085,0.0032797933280916546,0.8442822384428224,0.4331283429368824,0.4780912529464274,0.1416288958459885,0.0,0.25,0.78125,0.7142857142857142,3010000.0
0.3333333333333333,0.0686070686070686,0.21084953940634588,0.2,0.375,0.1,0.0007551718882068478,0.0057059418173649335,0.8686131386861315,0.4339035167050014,0.47114769674931267,0.1416288958459885,0.0,1.0,0.78125,0.7142857142857142,2800000.0
0.1111111111111111,0.0686070686070686,0.21084953940634588,0.1,0.125,0.1,0.0,0.003413852631423072,0.9416058394160582,0.4348078861011402,0.47726898971257015,0.1416288958459885,1.0,0.25,0.78125,0.7142857142857142,647000.0
0.2222222222222222,0.0686070686070686,0.21084953940634588,0.1,0.125,0.1,0.00027712729842453135,0.0027631135572279007,0.856447688564477,0.43907134182579455,0.47763444003874156,0.1416288958459885,0.0,0.75,0.78125,0.7142857142857142,2100000.0
0.2222222222222222,0.0686070686070686,0.21084953940634588,0.15000000000000002,0.125,0.1,0.0005496358085419871,0.0029428282601370328,0.8442822384428224,0.43467869047311325,0.4759899135709986,0.1416288958459885,0.0,0.0,0.78125,0.7142857142857142,2000000.0
0.0,0.0686070686070686,0.21084953940634588,0.05,0.125,0.0,0.0,0.0007637874873638099,0.9416058394160582,0.4398465155939135,0.47498492517402724,0.1416288958459885,1.0,0.25,0.78125,0.7142857142857142,442500.0
0.3333333333333333,0.0686070686070686,0.21084953940634588,0.2,0.25,0.1,0.0007621000706674612,0.0046501179377737845,0.8686131386861315,0.432611560424796,0.4787307910172274,0.1416288958459885,0.0,0.25,0.78125,0.7142857142857142,4735000.0
0.1111111111111111,0.0686070686070686,0.21084953940634588,0.1,0.125,0.0,0.0003140776048811355,0.003413852631423072,0.9416058394160582,0.4348078861011402,0.47498492517402724,0.1416288958459885,0.0,0.25,0.78125,0.7142857142857142,1340000.0
0.2222222222222222,0.0686070686070686,0.21084953940634588,0.15000000000000002,0.125,0.1,0.0004664976190146277,0.003413852631423072,0.9416058394160582,0.4388129505697549,0.4727922232170556,0.1416288958459885,0.0,0.25,0.78125,0.7142857142857142,1801000.0
0.2222222222222222,0.0686070686070686,0.21084953940634588,0.15000000000000002,0.375,0.1,0.0,0.003413852631423072,0.9416058394160582,0.4406216893620325,0.48119758071882757,0.1416288958459885,0.0,0.25,0.78125,0.7142857142857142,1532000.0
